OBJECTID,TOID,ROADLABEL,DESCTERM,NATURE,TLRN_DATE,LAST_EDIT_DATE,Shape__Length
785167,4000000031019469,,Unknown,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,7.14791534099292
785168,4000000030241113,Branch Road,Unknown,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,55.4457137322701
785169,4000000030417600,Old Kent Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,34.2472571711082
785170,5000005155998278,Tooting High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,51.6193409497316
785171,4000000030216448,Cromwell Gardens,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,67.096854606164
785172,5000005266469093,Tower Bridge Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,9.34833698162926
785173,4000000030321898,Ashburnham Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,14.2782739861876
785174,4000000030329878,Finchley Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,48.9169718950856
785175,4000000030475440,King William Street,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,6.24616890468543
785176,4000000030457043,Purley Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,31.5460295852999
785177,4000000030215536,Western Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,129.796681158185
785178,4000000030700624,Dulwich Common,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,102.891294723441
785179,4000000031281784,Park Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,22.1209027352174
785180,4000000030132187,Great West Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,199.431787244835
785181,4000000031081633,Roehampton Vale,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,287.506671397291
785182,5000005205473232,Oldfields Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,124.992823112855
785183,4000000030216194,Cromwell Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,105.07616287174
785184,5000005237375307,Sterling Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,32.7694814325602
785185,4000000030336577,Streatham High Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,31.7804971632595
785186,4000000031011202,Sydenham Rise,Classified Unnumbered,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,20.3806130864227
785187,4000000030408876,Church Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,41.2310562552561
785188,4000000030143362,Streatham High Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,208.187068597394
785189,4000000030340004,Brixton Hill,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,73.735829513374
785190,4000000030344631,Gracechurch Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,55.4892129226029
785191,4000000030335255,Thornton Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,74.2640759822403
785192,5000005156390416,Upper Clapton Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,34.6801909090629
785193,4000000030146796,New Cross Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,118.741240012267
785194,4000000030407444,Westway,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,21.0332963784913
785195,4000000031162099,Kennington Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,20.1458250562183
785196,4000000030237879,Park Lane,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,110.449052601097
785197,4000000030258550,Eastern Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,85.6156819735378
785198,4000000030138308,North Circular Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,222.788397623575
785199,5000005167763095,Finchley Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,77.9156326277034
785200,5000005126840113,Ruislip Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,47.7295484937637
785201,4000000030330755,Watford Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,47.8539444644666
785202,5000005134232363,City Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:44+00,13.6498645831706
785203,4000000030346521,Branch Road,Unknown,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,44.0287222644727
785204,4000000030201870,Colnbrook By- Pass,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,87.3175271270345
785205,4000000030242198,Rochester Way Relief Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:43+00,89.9286715707294
785206,5000005238643258,Clayponds Lane,A Road,Roundabout,19/04/2017,2022/01/21 15:31:46+00,5.16958567025681
785207,4000000030209805,Bath Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,104.575478517789
785208,4000000030321624,Wandsworth Bridge Roundabout,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,58.4616470343056
785209,4000000030406178,York Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,23.3238076749597
785210,4000000030653824,Stamford Hill,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,57.713859633547
785211,4000000030317708,Hospital Bridge Road,A Road,Roundabout,19/04/2017,2022/01/21 15:31:44+00,31.041257050631
785212,5000005156390397,Upper Clapton Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,12.426186059857
785213,4000000030420353,West India Dock Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:44+00,39.0139564194512
785214,4000000030474971,Farnborough Way,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,9.00000000011642
785215,4000000031293468,Great South West Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,1181.22173702745
785216,4000000030339940,Clapham Common South Side,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,39.6291347474685
785217,4000000030239772,City Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,26.6331064092748
785218,4000000030346820,Burdett Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,40.0671736163922
785219,5000005209370871,Brighton Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:45+00,13.9940542797354
785220,4000000031265058,Clifford Avenue,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,45.7703978429113
785221,4000000030236398,London Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,81.8697380362165
785222,4000000030997338,Nine Elms Lane,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,151.5811779982
785223,4000000030367017,Colchester Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,127.004973949116
785224,4000000030417756,Deptford Broadway,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,39.960706349193
785225,5000005206506926,Mortlake Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,60.8485994965442
785226,4000000030335851,High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,45.3339458989905
785227,5000005209506722,Fountayne Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:47+00,16.0450612175582
785228,4000000030336470,Streatham High Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,56.9667077414618
785229,5000005209673398,Sterling Way,A Road,Slip Road,19/04/2017,2022/01/21 15:31:45+00,44.3827410783222
785230,4000000030204469,Country Way,Unknown,Slip Road,19/04/2017,2022/01/21 15:31:46+00,195.805316445149
785231,4000000030100383,Woolwich Common,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,197.775403611445
785232,5000005152153960,Rectory Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,32.1169752669501
785233,4000000030414922,Streatham High Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,32.7971108416284
785234,4000000030366715,Eastern Avenue East,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,42.9916632499846
785235,4000000030206810,London Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,54.5771840335785
785236,4000000030314299,St Dunstans Hill,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,41.0845892680363
785237,4000000030416195,Beckenham Hill Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,35.26267651701
785238,4000000030344527,Upper Thames Street,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,56.7938742702401
785239,4000000030227746,Barnet By-Pass,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,94.9293294617667
785240,5000005284737451,Eastern Avenue West,A Road,Dual Carriageway,,2022/01/21 15:31:47+00,449.700156259329
785241,5000005216336093,Hastings Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:47+00,20.416463474037
785242,4000000030236220,Camberwell New Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,119.899369049764
785243,4000000031035046,Old Marylebone Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,24.668331426114
785244,5000005127558348,Cheyne Walk,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,43.9849241955242
785245,4000000030456544,Barnet Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,15.0000000005821
785246,4000000030406312,Battersea Bridge Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,21.027756378337
785247,4000000030095475,Great South West Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,319.493682478596
785248,5000005127933101,Queens Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,8.48314997623272
785249,4000000030154887,Great Cambridge Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,188.745460429056
785250,4000000030462882,Seven Sisters Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,9.43398113248542
785251,4000000030206742,High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,99.0789905383878
785252,5000005156290591,Kennington Lane,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,18.4983325478973
785253,4000000030237875,Curzon Gate,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,64.4385961248591
785254,5000005265122981,Tooting Bec Road,A Road,Slip Road,,2022/01/21 15:31:46+00,16.3596725077609
785255,4000000030335849,High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,54.7882888303692
785256,4000000030324661,Edgware Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,111.037661898536
785257,5000005168531822,Eltham Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,7.62456720049324
785258,5000005131716841,Leatherhead Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,68.6721714017012
785259,5000005133945754,Penton Rise,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,39.4918731829472
785260,5000005121270446,The Hale,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,26.009541519924
785261,5000005135631610,Queens Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,18.4009999949485
785262,4000000030943649,Great Cambridge Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,16.4012194685807
785263,4000000030346823,Mile End Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,58.8755629160868
785264,4000000030143361,Streatham High Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,165.949303839255
785265,5000005281742844,Chiswick High Road (North Circular Road),A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,15.6769345388891
785266,4000000030206348,Cheam Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,99.9769015156288
785267,5000005265122990,Robin Hood Way,A Road,Dual Carriageway,,2022/01/21 15:31:47+00,571.440272474269
785268,4000000030096268,Hanger Lane,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,195.23678147976
785269,4000000030458559,Plassy Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,22.5990281076256
785270,5000005102092222,Upper Richmond Road West,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,27.5619447841494
785271,4000000030155279,The Roundway,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,92.4801922639289
785272,4000000030417927,Vauxhall Bridge Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,41.8158163866181
785273,4000000030343235,Bricklayers Arms Roundabout,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,44.0816400592384
785274,4000000030233603,Tweedy Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,75.7375151634587
785275,4000000030339775,Balham High Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,61.4184053056248
785276,4000000030417603,Old Kent Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,20.7434506171912
785277,4000000030336159,London Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,42.5345297548551
785278,4000000030882394,Reigate Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,24.6273363678346
785279,4000000030866726,Newham Way,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,52.3891375290211
785280,4000000030339893,Atkins Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,54.8109521906048
785281,4000000030094934,Hook Rise North,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,691.945644081732
785282,5000005238643251,Clayponds Lane,A Road,Roundabout,19/04/2017,2022/01/21 15:31:47+00,6.34452514353268
785283,4000000030819529,Belmont Rise,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:44+00,30.2101240294016
785284,5000005180906326,Queen Victoria Street,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,19.5141786164102
785285,4000000030701477,Bromley Hill,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:45+00,10.9792848220867
785286,4000000030983295,Warwick Gardens,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,22.7641993772138
785287,4000000030095033,Belmont Rise,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,206.096612518457
785288,5000005165317699,Tooley Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,40.6111362996039
785289,4000000030160573,Colchester Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,177.060435037006
785290,4000000030312653,Hampton Road West,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,43.7077694817975
785291,5000005285321180,St Mildreds Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,11.4100663012697
785292,5000005213596634,Hastings Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,8.69434034250028
785293,4000000030406939,Warwick Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,46.2204064122377
785294,4000000030217103,Park Lane,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,81.5965685634331
785295,4000000030460558,Blackwall Tunnel,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,14.5565939027976
785296,5000005212370972,Lordship Lane,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,14.1630354092531
785297,4000000030237874,Park Lane,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,58.3071019004276
785298,4000000030701582,Dulwich Common,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,5.94549451188226
785299,4000000030133950,Armoury Way,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,158.713656326576
785300,4000000030136892,Western Avenue,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,174.315199711591
785301,5000005215474497,Oldfields Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:46+00,19.8509568062269
785302,5000005275860630,Jamaica Road,A Road,Dual Carriageway,,2022/01/21 15:31:47+00,8.43305055513112
785303,4000000031039041,Brighton Road,Unknown,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,7.63913736493885
785304,5000005127613799,East India Dock Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,19.6515515714497
785305,4000000030701387,Royal Docks Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,36.4475584799639
785306,4000000030096880,Western Avenue,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,265.651635361483
785307,4000000030212819,Roehampton Lane,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,45.4108282234328
785308,4000000031019442,Bridgefoot,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,77.187273643823
785309,4000000031289294,Reigate Avenue,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:46+00,29.4817450786424
785310,4000000030417706,New Cross Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,24.7436878118156
785311,4000000030321901,Cheyne Walk,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,61.9867149478642
785312,4000000030460229,Well Hall Road,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,15.3614705680548
785313,4000000030237870,Park Lane,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,83.6301665493394
785314,4000000030418457,Bricklayers Arms Roundabout,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,35.3266130933847
785315,4000000030459059,Southwark Street,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,14.4912980593434
785316,4000000031164665,Great Cambridge Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,121.533458691159
785317,4000000030142441,Thornton Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,121.037809121019
785318,4000000030320534,Clifford Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,41.6100514897966
785319,4000000030453562,Marble Arch,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,6.37479536930576
785320,4000000030103876,Southend Arterial Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,357.017935963417
785321,5000005283234871,Pump Lane,Unknown,Single Carriageway,,2022/01/21 15:31:47+00,6.8153998116513
785322,4000000030475664,Blackwall Tunnel Northern Approach,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,5.38516480665891
785323,4000000030402233,Carshalton Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,20.9248588451333
785324,4000000030142222,The Croydon Flyover,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,196.651200621624
785325,4000000030701376,The Highway,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:45+00,25.1727459124878
785326,4000000030256977,North Circular Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,137.286037949809
785327,4000000030415679,A21,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,21.9609878939726
785328,5000005209156292,London Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:45+00,13.5950468528631
785329,4000000030344629,Bishopsgate,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,79.4825641772776
785330,4000000030347496,Rochester Way Relief Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:45+00,74.9102373974002
785331,4000000030428545,Woodford Avenue,A Road,Roundabout,19/04/2017,2022/01/21 15:31:44+00,15.3048876693916
785332,5000005134702952,Epsom Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,7.60888276638229
785333,4000000030154105,Stoke Newington Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,92.0959075129698
785334,4000000030190979,Russell Hill Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:43+00,63.9100114169132
785335,4000000030460560,Blackwall Tunnel,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,9.01635813466283
785336,5000005167119998,Ripple Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,27.3588929781362
785337,4000000030392107,Brighton Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,20.1399687890144
785338,4000000030366394,Eastern Avenue West,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,58.6941223651941
785339,4000000030342613,Piccadilly,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,28.1636734113379
785340,4000000030654194,Stonecot Hill,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,15.4113299895629
785341,4000000030240823,Great Eastern Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,100.512523710162
785342,5000005156325541,Grosvenor Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,9.82136792976075
785343,4000000030235890,South Lambeth Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,39.3228782622766
785344,4000000030345044,Old Kent Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,29.3860651386602
785345,4000000030329818,Park Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,44.8481925846471
785346,4000000030149012,Rochester Way Relief Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,266.749617302393
785347,4000000030463457,The Hale,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,18.7882942286526
785348,5000005152041415,Streatham High Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,4.22418335397134
785349,5000005211245245,Wickham Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,21.6419208432922
785350,4000000030102722,North Circular Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,336.161851416824
785351,5000005122362100,Streatham High Road,A Road,Slip Road,19/04/2017,2022/01/21 15:31:46+00,68.0622466812734
785352,4000000030416031,London Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,13.9291685526058
785353,4000000031263817,Shooters Hill Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:45+00,22.6534743610362
785354,4000000030134790,Western Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,186.867092511756
785355,4000000030076314,Western Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,764.514937799029
785356,4000000030474769,Park Hill Road,A Road,Roundabout,19/04/2017,2022/01/21 15:31:44+00,5.83095189487026
785357,4000000031051786,Edgware Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,23.1383210357354
785358,5000005159398494,Park Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,21.9947048031192
785359,5000005109121842,East Cross Route,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,78.8442753107506
785360,5000005122361975,Streatham High Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,21.9384893896893
785361,4000000030425686,Camden Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:44+00,17.2132551621862
785362,5000005128545550,High Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,65.6158123470634
785363,4000000031237737,Upper Clapton Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:45+00,20.9603279686241
785364,5000005151297723,Upper Richmond Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:44+00,10.0257978246434
785365,5000005137569331,Eastern Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,11.3534736457701
785366,5000005127558333,Cheyne Walk,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:44+00,12.9010445066321
785367,4000000030956754,The Parkway,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,311.096220355979
785368,5000005275200523,Kingsland Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:47+00,19.4567561371455
785369,4000000030422203,Royal Docks Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:43+00,11.8894599111393
785370,4000000030787067,Upper Richmond Road West,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:44+00,22.7770809549911
785371,4000000030455830,Northway Circus,A Road,Roundabout,19/04/2017,2022/01/21 15:31:46+00,12.9020197087418
785372,5000005126840084,Ruislip Road,A Road,Traffic Island Link,19/04/2017,2022/01/21 15:31:44+00,11.9183917512332
785373,5000005155998273,Upper Tooting Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,46.945099277042
785374,4000000030347277,Lee High Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,38.0555127547674
785375,5000005108983117,Eastern Avenue,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:47+00,169.42480576884
785376,4000000030136624,Church Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,111.127836058235
785377,4000000030416827,St Matthew's Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,36.074066310558
785378,5000005276814918,Rushey Green,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:47+00,58.9343434133455
785379,4000000030148032,East India Dock Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,156.952129722699
785380,4000000030463139,Clapton Common,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,16.2788205958995
785381,4000000030146946,Albert Embankment,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:46+00,91.2544542906133
785382,4000000030357013,Blackwall Tunnel Northern Approach,A Road,Slip Road,19/04/2017,2022/01/21 15:31:43+00,58.7739364039492
785383,4000000030142150,Purley Way,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,84.3434256159218
785384,4000000030142091,Purley Way,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,83.6491596627114
785385,4000000031114657,St John's Wood Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:45+00,24.641072601683
785386,4000000030340420,Clapham High Street,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,50.2493781055963
785387,4000000030422018,Woolwich Manor Way,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,28.1050210717332
785388,4000000030236704,Bromley Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:45+00,118.830752053975
785389,4000000030405575,Lower Mortlake Road,A Road,Roundabout,19/04/2017,2022/01/21 15:31:45+00,13.614226788658
785390,4000000031244254,Great South West Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:46+00,96.8238715867814
785391,4000000030241867,Sidcup Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,43.8320669895711
785392,4000000030453240,Earl's Court Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,13.453624047833
785393,4000000030339984,Poynders Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:44+00,65.3137361296502
785394,5000005209579743,London Road,A Road,Single Carriageway,19/04/2017,2022/01/21 15:31:45+00,27.7456195527711
785395,4000000030417954,Lambeth Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:43+00,21.3810882561137
785396,4000000030201945,Bath Road,A Road,Dual Carriageway,19/04/2017,2022/01/21 15:31:44+00,34.6633034162467
785397,4000000030431358,Colchester Road,A Road,Traffic Island Link At Junction,19/04/2017,2022/01/21 15:31:46+00,35.5640964658763
